,Report_No,Reported_Date,IBRS,Race,Sex,Age
43351,KC19056901,07/30/2019,90J,,M,30.0
43352,KC19056575,07/28/2019,09A,B,M,49.0
43353,KC19068415,09/08/2019,23C,,,
43354,KC19069010,09/10/2019,23H,W,F,66.0
43355,KC19053691,07/18/2019,,B,M,19.0
43356,KC19058988,08/06/2019,13A,B,F,31.0
43357,KC19060765,08/13/2019,,B,M,
43358,KC19063415,08/21/2019,13A,B,F,26.0
43359,KC19060929,08/13/2019,23C,W,M,
43360,KC19054208,07/19/2019,240,W,F,47.0
43361,KC19053899,07/18/2019,13B,W,M,49.0
43362,KC19068374,09/08/2019,35A,B,F,54.0
43363,KC19059907,08/09/2019,220,W,M,70.0
43364,KC19054624,07/21/2019,,B,F,29.0
43365,KC19057696,08/01/2019,,B,F,42.0
43366,KC19066514,09/01/2019,90J,W,F,39.0
43367,KC19068655,09/09/2019,13A,W,M,35.0
43368,KC19058700,08/05/2019,11B,W,F,71.0
43369,KC19069261,09/11/2019,13B,,M,
43370,KC19059472,08/08/2019,23H,,,
43371,KC19055846,07/25/2019,240,B,M,41.0
43372,KC19066597,09/01/2019,13B,B,F,54.0
43373,KC19059080,08/07/2019,23F,W,M,
43374,KC19053867,07/18/2019,13B,W,F,45.0
43375,KC19067068,09/03/2019,240,B,M,46.0
43376,KC19068937,09/10/2019,13B,B,M,26.0
43377,KC19057766,08/02/2019,240,W,F,40.0
43378,KC19063109,08/20/2019,290,B,M,55.0
43379,KC19068655,09/09/2019,13A,W,,
43380,KC19061953,08/16/2019,290,W,M,54.0
43381,KC19067270,09/04/2019,23D,W,F,65.0
43382,KC19055186,07/23/2019,13B,B,F,
43383,KC19056612,07/29/2019,220,W,F,
43384,KC19066246,08/31/2019,13B,B,M,22.0
43385,KC19056525,07/28/2019,,B,F,20.0
43386,KC19056367,07/28/2019,290,B,F,74.0
43387,KC19056992,07/30/2019,13B,W,F,32.0
43388,KC19060649,08/12/2019,23C,B,M,57.0
43389,KC19053796,07/18/2019,26B,W,F,57.0
43390,KC19060024,08/10/2019,23H,B,F,36.0
43391,KC19069486,09/12/2019,120,W,M,39.0
43392,KC19064803,08/26/2019,220,B,F,39.0
43393,KC19059483,08/08/2019,220,B,F,24.0
43394,KC19057039,07/30/2019,,U,M,
43395,KC19059270,08/07/2019,23F,U,F,49.0
43396,KC19062160,08/17/2019,13B,B,F,28.0
43397,KC19064986,08/27/2019,13C,B,F,46.0
43398,KC19062818,08/20/2019,,B,M,
43399,KC19069687,09/12/2019,13B,B,F,23.0
43400,KC19063422,08/21/2019,13B,W,F,
43401,KC19060786,08/13/2019,240,W,F,57.0
43402,KC19058168,08/03/2019,90Z,B,M,37.0
43403,KC19064699,08/26/2019,,B,M,20.0
43404,KC19067265,09/04/2019,90Z,B,M,
43405,KC19066782,09/02/2019,240,W,F,38.0
43406,KC19060357,08/10/2019,290,B,M,25.0
43407,KC19065142,08/27/2019,26A,B,M,46.0
43408,KC19055062,07/23/2019,,B,M,27.0
43409,KC19054189,07/19/2019,,B,M,21.0
43410,KC19058914,08/06/2019,13B,W,M,22.0
43411,KC19067416,09/04/2019,13A,W,M,19.0
43412,KC19067774,09/06/2019,23F,W,F,22.0
43413,KC19065234,08/28/2019,11B,B,M,39.0
43414,KC19056340,07/27/2019,13B,B,M,55.0
43415,KC19054862,07/22/2019,23C,,,
43416,KC19069449,09/11/2019,,W,M,40.0
43417,KC19057916,08/02/2019,90F,B,F,
43418,KC19066144,08/31/2019,220,W,M,70.0
43419,KC19062273,08/18/2019,13A,B,F,
43420,KC19067760,09/05/2019,120,B,F,29.0
43421,KC19064844,08/26/2019,90D,W,M,26.0
43422,KC19054932,07/22/2019,90Z,B,M,32.0
43423,KC19068076,09/07/2019,13B,W,M,35.0
43424,KC19064579,08/26/2019,13A,W,F,55.0
43425,KC19066419,09/01/2019,23F,W,F,36.0
43426,KC19064030,08/23/2019,13B,W,F,
43427,KC19067304,09/04/2019,280,W,F,28.0
43428,KC19059745,08/09/2019,13C,B,M,51.0
43429,KC19067276,09/04/2019,220,W,F,57.0
43430,KC19060586,08/12/2019,220,W,M,71.0
43431,KC19055681,07/25/2019,90J,B,M,21.0
43432,KC19057877,08/02/2019,520,,M,52.0
43433,KC19065698,08/29/2019,13B,B,F,
43434,KC19064672,08/26/2019,240,W,F,27.0
43435,KC19068787,09/09/2019,290,B,M,57.0
43436,KC19069647,09/12/2019,13B,W,F,55.0
43437,KC19057495,08/01/2019,13B,B,F,
43438,KC19063048,08/20/2019,,B,M,35.0
43439,KC19066365,09/01/2019,13B,W,F,27.0
43440,KC19055472,07/24/2019,23C,W,F,37.0
43441,KC19061039,08/13/2019,220,W,M,39.0
43442,KC19065324,08/28/2019,13B,B,F,44.0
43443,KC19069373,09/11/2019,120,W,M,27.0
43444,KC19060515,08/12/2019,90Z,W,F,22.0
43445,KC19058588,08/05/2019,23C,,,
43446,KC19056587,07/28/2019,,B,M,45.0
43447,KC19054789,07/22/2019,90J,W,F,71.0
43448,KC19060074,08/10/2019,,W,M,28.0
43449,KC19069294,09/11/2019,90J,,,
43450,KC19066513,09/01/2019,,W,M,36.0
43451,KC19054424,07/20/2019,,B,M,39.0
43452,KC19067822,09/06/2019,23F,W,M,27.0
43453,KC19055550,07/24/2019,13A,B,M,
43454,KC19063779,08/23/2019,240,W,M,51.0
43455,KC19066229,08/31/2019,240,,,
43456,KC19069046,09/10/2019,90Z,B,M,31.0
43457,KC19059506,08/08/2019,23D,W,F,68.0
43458,KC19061947,08/16/2019,,W,F,26.0
43459,KC19057782,08/02/2019,23G,W,M,58.0
43460,KC19054667,07/21/2019,,B,M,30.0
43461,KC19065276,08/28/2019,23H,W,F,19.0
43462,KC19054447,07/20/2019,290,B,F,27.0
43463,KC19069628,09/12/2019,90Z,W,M,33.0
43464,KC19062747,08/19/2019,290,B,F,67.0
43465,KC19065549,08/29/2019,26A,W,M,53.0
43466,KC19060263,08/11/2019,23F,B,M,64.0
43467,KC19056863,07/29/2019,26A,U,M,
43468,KC19055164,07/23/2019,23C,,,
43469,KC19065799,08/29/2019,,B,M,33.0
43470,KC19055666,07/25/2019,90J,B,M,73.0
43471,KC19063251,08/21/2019,,U,M,
43472,KC19065487,08/28/2019,23G,W,M,46.0
43473,KC19063605,08/22/2019,,B,M,30.0
43474,KC19064364,08/25/2019,90Z,W,F,29.0
43475,KC19069358,09/11/2019,240,W,M,61.0
43476,KC19056637,07/29/2019,240,,,
43477,KC19058836,08/06/2019,26A,W,M,39.0
43478,KC19058855,08/06/2019,13B,B,M,
43479,KC19054062,07/19/2019,13B,W,F,33.0
43480,KC19062624,08/19/2019,280,W,M,39.0
43481,KC19067439,09/04/2019,13B,W,M,29.0
43482,KC19056315,07/27/2019,90F,W,M,
43483,KC19060122,08/10/2019,23C,,,
43484,KC19058102,08/03/2019,23F,W,F,74.0
43485,KC19067953,09/06/2019,,W,M,36.0
43486,KC19057587,08/01/2019,13C,,,
43487,KC19063776,08/23/2019,23F,B,M,
43488,KC19058041,08/03/2019,13A,W,F,40.0
43489,KC19058449,08/04/2019,13B,B,F,46.0
43490,KC19054365,07/20/2019,23H,W,F,65.0
43491,KC19055667,07/25/2019,23H,,,
43492,KC19060058,08/10/2019,23F,W,F,24.0
43493,KC19060790,08/13/2019,,W,M,44.0
43494,KC19069516,09/12/2019,220,B,F,56.0
43495,KC19053965,07/19/2019,13B,W,M,47.0
43496,KC19062277,08/18/2019,13A,B,M,38.0
43497,KC19063991,08/23/2019,23C,,,
43498,KC19068975,09/10/2019,13C,W,M,27.0
43499,KC19058690,08/05/2019,13A,B,F,22.0
43500,KC19062378,08/18/2019,13B,W,F,30.0
43501,KC19058790,08/06/2019,23H,,,
43502,KC19065552,08/29/2019,13C,,U,
43503,KC19069667,09/12/2019,13B,B,M,
43504,KC19068063,09/06/2019,,B,M,58.0
43505,KC19059306,08/07/2019,13B,B,M,39.0
43506,KC19063079,08/20/2019,13C,B,F,29.0
43507,KC19066615,09/02/2019,13A,B,M,21.0
43508,KC19067551,08/24/2019,23D,B,M,
43509,KC19066281,08/31/2019,23D,B,F,27.0
43510,KC19062522,08/19/2019,90C,B,M,58.0
43511,KC19062109,08/17/2019,,,,
43512,KC19059375,08/08/2019,90C,B,M,35.0
43513,KC19057797,08/02/2019,26A,B,M,85.0
43514,KC19059099,08/07/2019,120,B,M,
43515,KC19062002,08/16/2019,240,W,M,34.0
43516,KC19057827,08/02/2019,23D,W,F,49.0
43517,KC19061989,08/16/2019,90F,W,M,
43518,KC19058874,08/06/2019,13A,W,M,58.0
43519,KC19062457,08/18/2019,,B,M,
43520,KC19065126,08/27/2019,290,B,F,19.0
43521,KC19059448,08/08/2019,23F,B,F,28.0
43522,KC19062193,08/17/2019,,,,
43523,KC19058388,08/04/2019,13A,B,F,51.0
43524,KC19055353,07/24/2019,35B,W,F,36.0
43525,KC19054966,07/23/2019,13A,B,F,31.0
43526,KC19058528,08/05/2019,13B,W,F,58.0
43527,KC19067663,09/05/2019,23H,B,F,25.0
43528,KC19063164,08/21/2019,23G,W,M,59.0
43529,KC19061073,08/13/2019,13C,W,M,23.0
43530,KC19057131,07/30/2019,,W,M,21.0
43531,KC19069530,09/12/2019,220,W,M,55.0
43532,KC19061539,08/15/2019,,W,M,34.0
43533,KC19054084,07/19/2019,280,W,M,30.0
43534,KC19062305,08/18/2019,,B,M,29.0
43535,KC19055535,07/24/2019,220,B,M,25.0
43536,KC19068659,09/09/2019,23C,B,M,42.0
43537,KC19063974,08/23/2019,23H,B,M,
43538,KC19064927,08/27/2019,,W,M,30.0
43539,KC19069115,09/10/2019,90Z,W,M,73.0
43540,KC19067343,09/04/2019,220,B,F,20.0
43541,KC19056311,07/27/2019,13A,W,F,38.0
43542,KC19054584,07/21/2019,23G,W,M,30.0
43543,KC19058955,08/06/2019,35A,,,
43544,KC19066737,09/02/2019,23F,B,F,37.0
43545,KC19056113,07/26/2019,90Z,W,M,29.0
43546,KC19057957,08/02/2019,23F,,,
43547,KC19066392,09/01/2019,13A,B,F,
43548,KC19066478,09/01/2019,23F,W,F,27.0
43549,KC19069475,09/11/2019,,B,M,36.0
43550,KC19064745,08/26/2019,13B,W,M,29.0
43551,KC19054221,07/19/2019,13A,B,M,42.0
43552,KC19064269,08/24/2019,120,B,M,18.0
43553,KC19065192,08/27/2019,,B,M,57.0
43554,KC19056242,07/27/2019,90Z,W,M,41.0
43555,KC19068191,09/07/2019,11A,B,F,
43556,KC19068428,09/08/2019,290,W,M,60.0
43557,KC19062021,08/17/2019,13B,B,M,28.0
43558,KC19061008,08/13/2019,90J,B,M,53.0
43559,KC19059221,08/07/2019,220,B,M,30.0
43560,KC19054325,07/20/2019,23D,B,F,69.0
43561,KC19069411,09/11/2019,,U,M,24.0
43562,KC19067472,09/05/2019,,W,M,52.0
43563,KC19054834,07/22/2019,,B,M,27.0
43564,KC19057818,08/02/2019,290,B,M,20.0
43565,KC19068055,09/06/2019,,W,M,49.0
43566,KC19068833,09/09/2019,280,B,M,20.0
43567,KC19069773,09/13/2019,23C,B,M,49.0
43568,KC19060561,08/12/2019,26F,U,M,25.0
43569,KC19057844,08/02/2019,240,U,F,22.0
43570,KC19056080,07/26/2019,,W,M,27.0
43571,KC19056084,07/26/2019,26A,B,M,41.0
43572,KC19056483,07/28/2019,13A,W,M,48.0
43573,KC19066201,08/31/2019,13B,B,F,30.0
43574,KC19067147,09/03/2019,,B,M,49.0
43575,KC19063743,08/22/2019,,B,F,22.0
43576,KC19069265,09/11/2019,,W,M,73.0
43577,KC19068574,09/09/2019,13A,B,M,60.0
43578,KC19068635,09/09/2019,,W,F,23.0
43579,KC19063733,08/22/2019,120,W,M,18.0
43580,KC19053932,07/18/2019,13A,W,M,57.0
43581,KC19064873,08/27/2019,220,,,
43582,KC19058260,08/04/2019,13A,B,F,34.0
43583,KC19056573,07/28/2019,13A,B,F,41.0
43584,KC19054416,07/20/2019,220,B,M,
43585,KC19053950,07/18/2019,,B,M,52.0
43586,KC19056514,07/28/2019,13B,B,F,39.0
43587,KC19057490,07/31/2019,,B,M,39.0
43588,KC19055044,07/23/2019,13B,B,F,37.0
43589,KC19057393,07/31/2019,13A,B,M,60.0
43590,KC19068481,09/08/2019,290,W,F,47.0
43591,KC19054143,07/19/2019,290,B,M,20.0
43592,KC19055795,07/25/2019,23F,W,M,36.0
43593,KC19060415,08/11/2019,13B,W,F,62.0
43594,KC19055609,07/25/2019,35A,B,M,20.0
43595,KC19065599,08/29/2019,23G,W,M,66.0
43596,KC19065386,08/28/2019,220,W,M,76.0
43597,KC19063206,08/21/2019,26F,W,F,79.0
43598,KC19054127,07/19/2019,40A,B,F,
43599,KC19068464,09/08/2019,120,W,M,30.0
43600,KC19055823,07/25/2019,13B,B,M,59.0
43601,KC19063586,08/22/2019,,B,F,42.0
43602,KC19060409,08/11/2019,90Z,B,F,
43603,KC19059021,08/06/2019,220,B,M,27.0
43604,KC19057053,07/30/2019,,B,F,36.0
43605,KC19064121,08/24/2019,,W,M,26.0
43606,KC19061495,08/15/2019,23H,W,M,35.0
43607,KC19056099,07/26/2019,23G,W,F,19.0
43608,KC19067239,09/04/2019,11A,W,F,42.0
43609,KC19058217,08/03/2019,13C,B,F,25.0
43610,KC19059192,08/07/2019,23G,B,M,22.0
43611,KC19065063,08/27/2019,23C,W,M,
43612,KC19065817,08/30/2019,220,B,M,
43613,KC19066807,09/02/2019,13A,B,F,44.0
43614,KC19067560,09/05/2019,290,W,M,31.0
43615,KC19069283,09/11/2019,,W,M,61.0
43616,KC19062973,08/20/2019,23H,B,M,20.0
43617,KC19067523,09/05/2019,90J,,,
43618,KC19065763,08/29/2019,240,W,M,71.0
43619,KC19054369,07/20/2019,23C,,,
43620,KC19064498,08/25/2019,13C,B,F,49.0
43621,KC19058418,08/04/2019,13B,W,M,23.0
43622,KC19053697,07/18/2019,290,W,M,44.0
43623,KC19057986,08/02/2019,220,W,M,55.0
43624,KC19062415,08/18/2019,13A,B,M,26.0
43625,KC19065312,08/28/2019,90C,W,F,32.0
43626,KC19068692,09/09/2019,240,,M,36.0
43627,KC19067897,09/06/2019,26E,,,
43628,KC19064303,08/25/2019,120,,F,41.0
43629,KC19063494,08/22/2019,290,B,F,29.0
43630,KC19066084,08/30/2019,13A,B,F,
43631,KC19066644,09/02/2019,290,B,M,37.0
43632,KC19064778,08/26/2019,,W,M,26.0
43633,KC19069809,09/13/2019,23F,W,M,50.0
43634,KC19060571,08/12/2019,13A,B,M,21.0
43635,KC19067091,09/03/2019,250,W,M,44.0
43636,KC19057865,08/02/2019,,B,M,65.0
43637,KC19067091,09/03/2019,250,B,F,28.0
43638,KC19069579,09/12/2019,,W,M,61.0
43639,KC19058273,08/04/2019,23H,U,M,30.0
43640,KC19066584,09/01/2019,13B,B,F,
43641,KC19059287,08/07/2019,90J,,,
43642,KC19062493,08/19/2019,240,W,M,28.0
43643,KC19068747,09/09/2019,23F,W,F,18.0
43644,KC19066948,09/03/2019,23F,B,M,30.0
43645,KC19069327,09/11/2019,,W,F,
43646,KC19054197,07/19/2019,13A,W,M,44.0
43647,KC19062594,08/19/2019,290,B,M,55.0
43648,KC19055585,07/25/2019,13A,B,F,28.0
43649,KC19056528,07/28/2019,,B,F,31.0
43650,KC19061436,08/15/2019,280,,,
43651,KC19060142,08/10/2019,290,,,
43652,KC19062045,08/17/2019,120,W,M,24.0
43653,KC19064679,08/26/2019,,W,M,33.0
43654,KC19065153,08/27/2019,23D,B,F,44.0
43655,KC19067196,09/04/2019,23F,W,M,41.0
43656,KC19062647,08/19/2019,,B,F,
43657,KC19058495,08/05/2019,240,,M,19.0
43658,KC19053915,07/18/2019,35A,W,M,48.0
43659,KC19068618,09/09/2019,280,W,M,33.0
43660,KC19057443,07/31/2019,13A,W,F,34.0
43661,KC19055122,07/23/2019,23A,B,M,21.0
43662,KC19063139,08/21/2019,520,B,M,42.0
43663,KC19064514,08/25/2019,240,B,M,53.0
43664,KC19068107,09/07/2019,35B,B,M,34.0
43665,KC19055495,07/24/2019,,B,F,
43666,KC19060856,08/13/2019,,B,F,22.0
43667,KC19062960,08/20/2019,23G,B,M,34.0
43668,KC19061895,08/16/2019,,W,F,26.0
43669,KC19063020,08/20/2019,220,B,F,
43670,KC19060000,08/10/2019,290,W,F,35.0
43671,KC19069956,09/13/2019,09A,W,M,55.0
43672,KC19058201,08/03/2019,90J,W,F,38.0
43673,KC19065306,08/26/2019,13A,B,F,
43674,KC19063975,08/23/2019,13A,B,F,
43675,KC19063338,08/21/2019,35A,W,M,58.0
43676,KC19060284,08/11/2019,,B,F,63.0
43677,KC19064658,08/26/2019,,W,F,30.0
43678,KC19062326,08/18/2019,13B,B,F,
43679,KC19065935,08/30/2019,,B,M,54.0
43680,KC19056286,07/27/2019,26C,B,F,23.0
43681,KC19055757,07/25/2019,90J,W,M,26.0
43682,KC19064359,08/25/2019,290,B,F,65.0
43683,KC19058137,08/03/2019,23G,B,F,45.0
43684,KC19057425,07/31/2019,240,B,M,25.0
43685,KC19067400,09/04/2019,,B,F,26.0
43686,KC19058656,08/05/2019,,B,F,42.0
43687,KC19063933,08/23/2019,13B,B,M,18.0
43688,KC19059154,08/07/2019,,W,F,
43689,KC19055753,07/25/2019,13B,W,M,27.0
43690,KC19066552,09/01/2019,120,B,M,38.0
43691,KC19064498,08/25/2019,13B,B,F,49.0
43692,KC19058742,08/05/2019,13A,W,M,38.0
43693,KC19055291,07/24/2019,13B,,M,
43694,KC19055224,07/23/2019,280,,F,35.0
43695,KC19068237,09/07/2019,220,W,F,35.0
43696,KC19067904,09/06/2019,,W,M,
43697,KC19057168,07/30/2019,90Z,W,M,38.0
43698,KC19065882,08/30/2019,,W,F,31.0
43699,KC19057653,08/01/2019,,W,M,87.0
43700,KC19066322,08/31/2019,220,B,M,22.0
43701,KC19054182,07/19/2019,23D,B,M,23.0
43702,KC19061119,08/14/2019,35A,B,M,32.0
43703,KC19060581,08/12/2019,13B,B,M,23.0
43704,KC19060019,08/10/2019,240,B,F,30.0
43705,KC19053730,07/18/2019,26A,,,
43706,KC19060271,08/11/2019,13B,B,M,32.0
43707,KC19059642,08/08/2019,23D,B,M,
43708,KC19054351,07/20/2019,220,W,F,68.0
43709,KC19060994,08/13/2019,11B,B,M,20.0
43710,KC19056976,07/30/2019,23F,,,
43711,KC19069494,09/12/2019,290,U,F,28.0
43712,KC19057304,07/31/2019,220,,,
43713,KC19055392,07/24/2019,,W,F,71.0
43714,KC19068495,09/08/2019,13B,W,F,38.0
43715,KC19058266,08/04/2019,220,W,M,30.0
43716,KC19053801,07/18/2019,26A,W,M,69.0
43717,KC19061208,08/14/2019,290,,,
43718,KC19054653,07/21/2019,23F,W,M,37.0
43719,KC19054290,07/20/2019,35A,B,M,34.0
43720,KC19058359,08/04/2019,13B,B,F,64.0
43721,KC19057847,08/02/2019,13A,W,M,19.0
43722,KC19058896,08/06/2019,13A,W,M,
43723,KC19062577,08/19/2019,,B,M,25.0
43724,KC19058609,08/05/2019,,W,F,35.0
43725,KC19062122,08/17/2019,13B,B,M,20.0
43726,KC19055916,07/26/2019,26A,W,M,65.0
43727,KC19064531,08/25/2019,23C,B,M,36.0
43728,KC19057668,08/01/2019,23F,W,M,52.0
43729,KC19069671,09/12/2019,,W,M,39.0
43730,KC19065385,08/28/2019,13C,B,F,30.0
43731,KC19060339,08/11/2019,220,W,M,42.0
43732,KC19066115,08/31/2019,120,B,F,
43733,KC19054215,07/19/2019,13A,B,F,
43734,KC19067288,09/04/2019,220,W,M,53.0
43735,KC19064459,08/25/2019,90J,W,M,32.0
43736,KC19056257,07/27/2019,,W,M,32.0
43737,KC19064252,08/24/2019,,B,,
43738,KC19067354,09/04/2019,23C,B,M,30.0
43739,KC19053684,07/18/2019,90Z,B,M,27.0
43740,KC19060958,08/13/2019,,B,M,
43741,KC19068970,09/10/2019,23H,B,F,72.0
43742,KC19056592,07/28/2019,,B,M,25.0
43743,KC19066994,09/03/2019,23C,,,
43744,KC19065019,08/27/2019,23F,B,M,25.0
43745,KC19061701,08/16/2019,,B,M,46.0
43746,KC19055330,07/24/2019,240,,,
43747,KC19067771,09/06/2019,,B,M,62.0
43748,KC19066984,09/03/2019,100,B,F,22.0
43749,KC19064096,08/24/2019,,W,M,57.0
43750,KC19065216,08/28/2019,23H,B,M,
43751,KC19057590,08/01/2019,,W,F,28.0
43752,KC19057567,08/01/2019,290,W,F,61.0
43753,KC19068091,09/07/2019,,B,M,46.0
43754,KC19060840,08/13/2019,90J,B,M,44.0
43755,KC19059945,08/10/2019,,W,M,34.0
43756,KC19054070,07/19/2019,26E,W,F,52.0
43757,KC19064464,08/25/2019,90D,B,M,52.0
43758,KC19061265,08/14/2019,280,W,M,23.0
43759,KC19059689,08/09/2019,,W,M,53.0
43760,KC19064067,08/24/2019,35A,B,M,21.0
43761,KC19054402,07/20/2019,,W,M,25.0
43762,KC19061367,08/14/2019,,W,M,38.0
43763,KC19061325,08/14/2019,90Z,W,F,43.0
43764,KC19057723,08/01/2019,220,B,F,49.0
43765,KC19056619,07/29/2019,13B,B,M,25.0
43766,KC19054270,07/20/2019,290,B,F,24.0
43767,KC19054117,07/19/2019,290,W,F,51.0
43768,KC19063079,08/20/2019,13C,B,F,26.0
43769,KC19066112,08/31/2019,35A,W,M,20.0
43770,KC19068109,09/07/2019,23C,,,
43771,KC19068381,09/08/2019,23F,W,F,20.0
43772,KC19062318,08/18/2019,23F,W,M,27.0
43773,KC19053662,07/17/2019,35A,B,M,28.0
43774,KC19064166,08/24/2019,26F,W,M,37.0
43775,KC19062816,08/20/2019,13A,,U,
43776,KC19067603,09/05/2019,240,,,
43777,KC19065768,08/29/2019,,W,F,56.0
43778,KC19061918,08/16/2019,,W,F,88.0
43779,KC19069203,09/11/2019,23D,W,M,50.0
43780,KC19066860,09/03/2019,,W,M,57.0
43781,KC19056485,07/28/2019,35A,W,F,36.0
43782,KC19062873,08/20/2019,,W,M,51.0
43783,KC19064833,08/26/2019,90Z,B,F,46.0
43784,KC19063557,08/22/2019,,,,
43785,KC19053829,07/18/2019,26F,U,F,23.0
43786,KC19057348,07/31/2019,220,W,M,62.0
43787,KC19063446,08/21/2019,26A,W,M,29.0
43788,KC19053842,07/18/2019,26F,W,M,33.0
43789,KC19062600,08/19/2019,,B,M,24.0
43790,KC19060396,08/11/2019,13B,W,M,32.0
43791,KC19060032,08/10/2019,11B,B,M,29.0
43792,KC19055872,07/26/2019,90D,B,M,24.0
43793,KC19056383,07/28/2019,,B,M,31.0
43794,KC19069845,09/13/2019,220,W,M,30.0
43795,KC19064789,08/26/2019,23D,B,M,42.0
43796,KC19058716,08/05/2019,90Z,W,M,34.0
43797,KC19055304,07/24/2019,280,B,M,31.0
43798,KC19054815,07/22/2019,90F,B,M,18.0
43799,KC19057011,07/30/2019,280,W,M,42.0
43800,KC19068787,09/09/2019,290,B,F,26.0
43801,KC19056292,07/27/2019,240,B,M,50.0
43802,KC19061079,08/13/2019,13B,W,M,51.0
43803,KC19060947,08/13/2019,23F,W,F,31.0
43804,KC19056064,07/26/2019,,B,M,40.0
43805,KC19054554,07/21/2019,290,W,F,21.0
43806,KC19059970,08/10/2019,290,W,M,27.0
43807,KC19058229,08/03/2019,90D,W,M,42.0
43808,KC19054450,07/20/2019,90J,,,
43809,KC19056464,07/28/2019,,W,F,27.0
43810,KC19056858,07/29/2019,,U,U,
43811,KC19066250,08/31/2019,13B,W,F,56.0
43812,KC19067435,09/04/2019,13B,W,F,47.0
43813,KC19058955,08/06/2019,35A,W,M,22.0
43814,KC19054644,07/21/2019,23C,W,F,34.0
43815,KC19054506,07/20/2019,23F,W,M,68.0
43816,KC19064081,08/24/2019,13A,B,M,
43817,KC19066002,08/30/2019,,W,M,21.0
43818,KC19068682,09/09/2019,220,W,M,71.0
43819,KC19059618,08/08/2019,13A,B,M,25.0
43820,KC19058636,08/05/2019,90J,,,
43821,KC19059369,08/08/2019,290,W,M,24.0
43822,KC19060438,08/11/2019,23C,B,F,22.0
43823,KC19056728,07/29/2019,90F,W,M,36.0
43824,KC19068289,09/07/2019,220,W,M,27.0
43825,KC19058058,08/03/2019,,B,M,74.0
43826,KC19061719,08/16/2019,23D,W,M,26.0
43827,KC19056346,07/27/2019,,W,F,31.0
43828,KC19065929,08/30/2019,,B,M,
43829,KC19064891,08/27/2019,,B,M,37.0
43830,KC19059701,08/09/2019,,B,F,20.0
43831,KC19062337,08/18/2019,,B,M,
43832,KC19069333,09/11/2019,280,U,F,
43833,KC19060863,08/13/2019,,B,M,52.0
43834,KC19057687,08/01/2019,,W,M,27.0
43835,KC19054216,07/19/2019,13C,W,M,44.0
43836,KC19054462,07/20/2019,13B,W,M,44.0
43837,KC19058754,08/06/2019,100,W,F,33.0
43838,KC19060100,08/10/2019,90Z,W,M,37.0
43839,KC19069145,09/10/2019,,W,F,58.0
43840,KC19062148,08/17/2019,220,B,F,36.0
43841,KC19061182,08/14/2019,220,U,M,
43842,KC19063821,08/23/2019,,,,
43843,KC19060974,08/13/2019,90Z,B,M,45.0
43844,KC19066097,08/31/2019,90J,B,M,31.0
43845,KC19067159,09/03/2019,,B,M,52.0
43846,KC19059178,08/07/2019,,W,M,41.0
43847,KC19056889,07/29/2019,13B,B,F,41.0
43848,KC19057340,07/31/2019,,W,M,71.0
43849,KC19069827,09/13/2019,35A,W,F,26.0
43850,KC19064143,08/24/2019,,B,F,19.0
43851,KC19066749,09/02/2019,36B,W,F,
43852,KC19064843,08/26/2019,23H,I,F,50.0
43853,KC19056988,07/30/2019,,B,F,53.0
43854,KC19060472,08/12/2019,13A,B,M,36.0
43855,KC19054840,07/22/2019,23G,W,F,30.0
43856,KC19055043,07/23/2019,35A,U,M,37.0
43857,KC19063174,08/21/2019,,W,M,31.0
43858,KC19065840,08/30/2019,23G,W,F,40.0
43859,KC19054331,07/20/2019,90J,B,F,40.0
43860,KC19064879,08/27/2019,,W,M,27.0
43861,KC19064656,08/26/2019,,W,M,55.0
43862,KC19063749,08/23/2019,,B,M,42.0
43863,KC19069403,09/11/2019,,B,M,27.0
43864,KC19069429,09/11/2019,220,W,F,24.0
43865,KC19056022,07/26/2019,,B,M,20.0
43866,KC19066568,09/01/2019,120,B,M,
43867,KC19068122,09/07/2019,13B,W,M,29.0
43868,KC19054953,07/22/2019,,B,M,56.0
43869,KC19063482,08/22/2019,220,B,M,28.0
43870,KC19063221,08/21/2019,,W,F,43.0
43871,KC19061844,08/16/2019,23H,U,M,36.0
43872,KC19055781,07/25/2019,220,B,F,48.0
43873,KC19058502,08/05/2019,290,W,F,27.0
43874,KC19059345,08/07/2019,120,B,M,
43875,KC19065262,08/28/2019,23H,W,M,26.0
43876,KC19056125,07/27/2019,,B,M,
43877,KC19060140,08/10/2019,,B,F,32.0
43878,KC19062834,08/20/2019,280,W,M,34.0
43879,KC19065086,08/27/2019,,B,F,54.0
43880,KC19054490,07/21/2019,35A,B,F,40.0
43881,KC19054549,07/21/2019,240,W,M,30.0
43882,KC19065956,08/30/2019,13A,W,M,62.0
43883,KC19060084,08/10/2019,280,B,M,56.0
43884,KC19058131,08/03/2019,23C,,,
43885,KC19055747,07/25/2019,13A,B,M,18.0
43886,KC19069238,09/11/2019,,W,M,19.0
43887,KC19056141,07/27/2019,90D,W,M,30.0
43888,KC19057218,07/31/2019,13B,B,F,30.0
43889,KC19062847,08/20/2019,,B,F,36.0
43890,KC19069370,09/11/2019,,B,M,19.0
43891,KC19065039,08/27/2019,120,B,M,29.0
43892,KC19060530,08/12/2019,13A,B,M,19.0
43893,KC19066060,08/30/2019,13B,B,M,41.0
43894,KC19060755,08/12/2019,280,B,F,27.0
43895,KC19062409,08/18/2019,280,W,F,45.0
